H, NaN, KeyR, H, NaN, ShiftLeft, H, NaN, ControlLeft, DD, 8893, Period, UD, 15318, Period, H, 102, Period, DD, 103, KeyK, UD, 1, KeyK, H, 121, KeyK, DD, 122, Digit3, UD, 1, Digit3, H, 119, Digit3, DD, 119, KeyM, UD, 0, KeyM, H, 85, KeyM, DD, 86, KeyO, UD, 1, KeyO, H, 78, KeyO, DD, 78, KeyO, UD, 0, KeyO, H, 124, KeyO, DD, 125, KeyS, UD, 1, KeyS, H, 143, KeyS, DD, 144, KeyA, UD, 1, KeyA, H, 138, KeyA, DD, 138, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 101, Enter, UD, 0, Enter
H, 120, Enter, DD, 227, Period, UD, 107, Period, H, 145, Period, DD, 146, KeyK, UD, 1, KeyK, H, 82, KeyK, DD, 82, Digit3, UD, 0, Digit3, H, 78, Digit3, DD, 78, KeyM, UD, 0, KeyM, H, 105, KeyM, DD, 107, KeyO, UD, 2, KeyO, H, 96, KeyO, DD, 96, KeyO, UD, 0, KeyO, H, 146, KeyO, DD, 149, KeyS, UD, 3, KeyS, H, 119, KeyS, DD, 120, KeyA, UD, 1, KeyA, H, 98, KeyA, DD, 98, KeyB, UD, 0, KeyB, H, 126, KeyB, DD, 128, KeyZ, UD, 2, KeyZ, H, 82, KeyZ, DD, 83, Enter, UD, 1, Enter
H, 139, Enter, DD, 245, Period, UD, 106, Period, H, 139, Period, DD, 139, KeyK, UD, 0, KeyK, H, 82, KeyK, DD, 82, Digit3, UD, 0, Digit3, H, 121, Digit3, DD, 121, KeyM, UD, 0, KeyM, H, 81, KeyM, DD, 82, KeyO, UD, 1, KeyO, H, 79, KeyO, DD, 79, KeyO, UD, 0, KeyO, H, 145, KeyO, DD, 146, KeyS, UD, 1, KeyS, H, 121, KeyS, DD, 122, KeyA, UD, 1, KeyA, H, 78, KeyA, DD, 78, KeyB, UD, 0, KeyB, H, 103, KeyB, DD, 104, KeyZ, UD, 1, KeyZ, H, 122, KeyZ, DD, 123, Enter, UD, 1, Enter
H, 81, Enter, DD, 180, Period, UD, 99, Period, H, 131, Period, DD, 132, KeyK, UD, 1, KeyK, H, 73, KeyK, DD, 73, Digit3, UD, 0, Digit3, H, 101, Digit3, DD, 101, KeyM, UD, 0, KeyM, H, 80, KeyM, DD, 80, KeyO, UD, 0, KeyO, H, 87, KeyO, DD, 88, KeyO, UD, 1, KeyO, H, 141, KeyO, DD, 141, KeyS, UD, 0, KeyS, H, 86, KeyS, DD, 88, KeyA, UD, 2, KeyA, H, 77, KeyA, DD, 77, KeyB, UD, 0, KeyB, H, 143, KeyB, DD, 143, KeyZ, UD, 0, KeyZ, H, 119, KeyZ, DD, 119, Enter, UD, 0, Enter
H, 140, Enter, DD, 240, Period, UD, 100, Period, H, 121, Period, DD, 121, KeyK, UD, 0, KeyK, H, 124, KeyK, DD, 124, Digit3, UD, 0, Digit3, H, 124, Digit3, DD, 127, KeyM, UD, 3, KeyM, H, 115, KeyM, DD, 116, KeyO, UD, 1, KeyO, H, 107, KeyO, DD, 107, KeyO, UD, 0, KeyO, H, 138, KeyO, DD, 138, KeyS, UD, 0, KeyS, H, 144, KeyS, DD, 145, KeyA, UD, 1, KeyA, H, 119, KeyA, DD, 119, KeyB, UD, 0, KeyB, H, 100, KeyB, DD, 100, KeyZ, UD, 0, KeyZ, H, 144, KeyZ, DD, 146, Enter, UD, 2, Enter
H, 137, Enter, DD, 238, Period, UD, 101, Period, H, 100, Period, DD, 100, KeyK, UD, 0, KeyK, H, 86, KeyK, DD, 90, Digit3, UD, 4, Digit3, H, 74, Digit3, DD, 75, KeyM, UD, 1, KeyM, H, 123, KeyM, DD, 123, KeyO, UD, 0, KeyO, H, 82, KeyO, DD, 83, KeyO, UD, 1, KeyO, H, 118, KeyO, DD, 118, KeyS, UD, 0, KeyS, H, 141, KeyS, DD, 141, KeyA, UD, 0, KeyA, H, 121, KeyA, DD, 121, KeyB, UD, 0, KeyB, H, 143, KeyB, DD, 144, KeyZ, UD, 1, KeyZ, H, 79, KeyZ, DD, 79, Enter, UD, 0, Enter
H, 102, Enter, DD, 202, Period, UD, 100, Period, H, 81, Period, DD, 81, KeyK, UD, 0, KeyK, H, 86, KeyK, DD, 87, Digit3, UD, 1, Digit3, H, 77, Digit3, DD, 77, KeyM, UD, 0, KeyM, H, 139, KeyM, DD, 139, KeyO, UD, 0, KeyO, H, 122, KeyO, DD, 122, KeyO, UD, 0, KeyO, H, 84, KeyO, DD, 87, KeyS, UD, 3, KeyS, H, 136, KeyS, DD, 137, KeyA, UD, 1, KeyA, H, 100, KeyA, DD, 100, KeyB, UD, 0, KeyB, H, 108, KeyB, DD, 109, KeyZ, UD, 1, KeyZ, H, 74, KeyZ, DD, 75, Enter, UD, 1, Enter
H, 83, Enter, DD, 191, Period, UD, 108, Period, H, 138, Period, DD, 138, KeyK, UD, 0, KeyK, H, 82, KeyK, DD, 82, Digit3, UD, 0, Digit3, H, 87, Digit3, DD, 88, KeyM, UD, 1, KeyM, H, 140, KeyM, DD, 141, KeyO, UD, 1, KeyO, H, 119, KeyO, DD, 119, KeyO, UD, 0, KeyO, H, 124, KeyO, DD, 125, KeyS, UD, 1, KeyS, H, 122, KeyS, DD, 123, KeyA, UD, 1, KeyA, H, 124, KeyA, DD, 126, KeyB, UD, 2, KeyB, H, 81, KeyB, DD, 81, KeyZ, UD, 0, KeyZ, H, 121, KeyZ, DD, 122, Enter, UD, 1, Enter
H, 98, Enter, DD, 203, Period, UD, 105, Period, H, 118, Period, DD, 118, KeyK, UD, 0, KeyK, H, 100, KeyK, DD, 100, Digit3, UD, 0, Digit3, H, 82, Digit3, DD, 82, KeyM, UD, 0, KeyM, H, 105, KeyM, DD, 106, KeyO, UD, 1, KeyO, H, 101, KeyO, DD, 102, KeyO, UD, 1, KeyO, H, 103, KeyO, DD, 103, KeyS, UD, 0, KeyS, H, 139, KeyS, DD, 139, KeyA, UD, 0, KeyA, H, 99, KeyA, DD, 99, KeyB, UD, 0, KeyB, H, 145, KeyB, DD, 145, KeyZ, UD, 0, KeyZ, H, 102, KeyZ, DD, 103, Enter, UD, 1, Enter
H, 81, Enter, DD, 180, Period, UD, 99, Period, H, 124, Period, DD, 124, KeyK, UD, 0, KeyK, H, 147, KeyK, DD, 148, Digit3, UD, 1, Digit3, H, 140, Digit3, DD, 141, KeyM, UD, 1, KeyM, H, 99, KeyM, DD, 100, KeyO, UD, 1, KeyO, H, 138, KeyO, DD, 139, KeyO, UD, 1, KeyO, H, 101, KeyO, DD, 101, KeyS, UD, 0, KeyS, H, 125, KeyS, DD, 126, KeyA, UD, 1, KeyA, H, 138, KeyA, DD, 138, KeyB, UD, 0, KeyB, H, 120, KeyB, DD, 120, KeyZ, UD, 0, KeyZ, H, 140, KeyZ, DD, 141, Enter, UD, 1, Enter
H, 103, Enter, DD, 202, Period, UD, 99, Period, H, 82, Period, DD, 84, KeyK, UD, 2, KeyK, H, 97, KeyK, DD, 97, Digit3, UD, 0, Digit3, H, 84, Digit3, DD, 85, KeyM, UD, 1, KeyM, H, 141, KeyM, DD, 142, KeyO, UD, 1, KeyO, H, 139, KeyO, DD, 139, KeyO, UD, 0, KeyO, H, 103, KeyO, DD, 103, KeyS, UD, 0, KeyS, H, 142, KeyS, DD, 143, KeyA, UD, 1, KeyA, H, 123, KeyA, DD, 124, KeyB, UD, 1, KeyB, H, 97, KeyB, DD, 97, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 101, Enter, UD, 0, Enter
H, 148, Enter, DD, 246, Period, UD, 98, Period, H, 100, Period, DD, 102, KeyK, UD, 2, KeyK, H, 119, KeyK, DD, 119, Digit3, UD, 0, Digit3, H, 147, Digit3, DD, 147, KeyM, UD, 0, KeyM, H, 78, KeyM, DD, 78, KeyO, UD, 0, KeyO, H, 124, KeyO, DD, 125, KeyO, UD, 1, KeyO, H, 97, KeyO, DD, 97, KeyS, UD, 0, KeyS, H, 141, KeyS, DD, 141, KeyA, UD, 0, KeyA, H, 125, KeyA, DD, 126, KeyB, UD, 1, KeyB, H, 140, KeyB, DD, 140, KeyZ, UD, 0, KeyZ, H, 119, KeyZ, DD, 119, Enter, UD, 0, Enter
H, 82, Enter, DD, 183, Period, UD, 101, Period, H, 123, Period, DD, 124, KeyK, UD, 1, KeyK, H, 78, KeyK, DD, 78, Digit3, UD, 0, Digit3, H, 120, Digit3, DD, 120, KeyM, UD, 0, KeyM, H, 121, KeyM, DD, 121, KeyO, UD, 0, KeyO, H, 120, KeyO, DD, 120, KeyO, UD, 0, KeyO, H, 141, KeyO, DD, 141, KeyS, UD, 0, KeyS, H, 140, KeyS, DD, 141, KeyA, UD, 1, KeyA, H, 105, KeyA, DD, 105, KeyB, UD, 0, KeyB, H, 99, KeyB, DD, 101, KeyZ, UD, 2, KeyZ, H, 87, KeyZ, DD, 89, Enter, UD, 2, Enter
H, 74, Enter, DD, 173, Period, UD, 99, Period, H, 141, Period, DD, 141, KeyK, UD, 0, KeyK, H, 82, KeyK, DD, 83, Digit3, UD, 1, Digit3, H, 141, Digit3, DD, 142, KeyM, UD, 1, KeyM, H, 141, KeyM, DD, 142, KeyO, UD, 1, KeyO, H, 99, KeyO, DD, 99, KeyO, UD, 0, KeyO, H, 120, KeyO, DD, 120, KeyS, UD, 0, KeyS, H, 146, KeyS, DD, 147, KeyA, UD, 1, KeyA, H, 85, KeyA, DD, 86, KeyB, UD, 1, KeyB, H, 115, KeyB, DD, 115, KeyZ, UD, 0, KeyZ, H, 142, KeyZ, DD, 142, Enter, UD, 0, Enter
H, 106, Enter, DD, 202, Period, UD, 96, Period, H, 106, Period, DD, 107, KeyK, UD, 1, KeyK, H, 78, KeyK, DD, 78, Digit3, UD, 0, Digit3, H, 104, Digit3, DD, 105, KeyM, UD, 1, KeyM, H, 78, KeyM, DD, 78, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 104, KeyO, UD, 0, KeyO, H, 138, KeyO, DD, 138, KeyS, UD, 0, KeyS, H, 142, KeyS, DD, 142, KeyA, UD, 0, KeyA, H, 80, KeyA, DD, 80, KeyB, UD, 0, KeyB, H, 120, KeyB, DD, 120, KeyZ, UD, 0, KeyZ, H, 140, KeyZ, DD, 141, Enter, UD, 1, Enter
H, 121, Enter, DD, 223, Period, UD, 102, Period, H, 103, Period, DD, 104, KeyK, UD, 1, KeyK, H, 117, KeyK, DD, 117, Digit3, UD, 0, Digit3, H, 141, Digit3, DD, 141, KeyM, UD, 0, KeyM, H, 121, KeyM, DD, 121, KeyO, UD, 0, KeyO, H, 121, KeyO, DD, 121, KeyO, UD, 0, KeyO, H, 81, KeyO, DD, 81, KeyS, UD, 0, KeyS, H, 100, KeyS, DD, 100, KeyA, UD, 0, KeyA, H, 101, KeyA, DD, 101, KeyB, UD, 0, KeyB, H, 102, KeyB, DD, 103, KeyZ, UD, 1, KeyZ, H, 82, KeyZ, DD, 84, Enter, UD, 2, Enter
H, 83, Enter, DD, 182, Period, UD, 99, Period, H, 107, Period, DD, 107, KeyK, UD, 0, KeyK, H, 98, KeyK, DD, 99, Digit3, UD, 1, Digit3, H, 125, Digit3, DD, 127, KeyM, UD, 2, KeyM, H, 136, KeyM, DD, 136, KeyO, UD, 0, KeyO, H, 139, KeyO, DD, 140, KeyO, UD, 1, KeyO, H, 84, KeyO, DD, 84, KeyS, UD, 0, KeyS, H, 84, KeyS, DD, 86, KeyA, UD, 2, KeyA, H, 79, KeyA, DD, 80, KeyB, UD, 1, KeyB, H, 124, KeyB, DD, 126, KeyZ, UD, 2, KeyZ, H, 77, KeyZ, DD, 78, Enter, UD, 1, Enter
H, 99, Enter, DD, 202, Period, UD, 103, Period, H, 105, Period, DD, 106, KeyK, UD, 1, KeyK, H, 111, KeyK, DD, 111, Digit3, UD, 0, Digit3, H, 73, Digit3, DD, 75, KeyM, UD, 2, KeyM, H, 138, KeyM, DD, 138, KeyO, UD, 0, KeyO, H, 100, KeyO, DD, 100, KeyO, UD, 0, KeyO, H, 103, KeyO, DD, 104, KeyS, UD, 1, KeyS, H, 138, KeyS, DD, 138, KeyA, UD, 0, KeyA, H, 101, KeyA, DD, 101, KeyB, UD, 0, KeyB, H, 126, KeyB, DD, 127, KeyZ, UD, 1, KeyZ, H, 77, KeyZ, DD, 78, Enter, UD, 1, Enter
H, 120, Enter, DD, 221, Period, UD, 101, Period, H, 99, Period, DD, 99, KeyK, UD, 0, KeyK, H, 122, KeyK, DD, 123, Digit3, UD, 1, Digit3, H, 142, Digit3, DD, 143, KeyM, UD, 1, KeyM, H, 139, KeyM, DD, 139, KeyO, UD, 0, KeyO, H, 120, KeyO, DD, 120, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 104, KeyS, UD, 0, KeyS, H, 120, KeyS, DD, 120, KeyA, UD, 0, KeyA, H, 105, KeyA, DD, 106, KeyB, UD, 1, KeyB, H, 117, KeyB, DD, 117, KeyZ, UD, 0, KeyZ, H, 143, KeyZ, DD, 144, Enter, UD, 1, Enter
H, 141, Enter, DD, 240, Period, UD, 99, Period, H, 121, Period, DD, 121, KeyK, UD, 0, KeyK, H, 127, KeyK, DD, 129, Digit3, UD, 2, Digit3, H, 116, Digit3, DD, 116, KeyM, UD, 0, KeyM, H, 81, KeyM, DD, 82, KeyO, UD, 1, KeyO, H, 139, KeyO, DD, 140, KeyO, UD, 1, KeyO, H, 100, KeyO, DD, 100, KeyS, UD, 0, KeyS, H, 105, KeyS, DD, 106, KeyA, UD, 1, KeyA, H, 99, KeyA, DD, 101, KeyB, UD, 2, KeyB, H, 98, KeyB, DD, 98, KeyZ, UD, 0, KeyZ, H, 82, KeyZ, DD, 82, Enter, UD, 0, Enter
H, 79, Enter, DD, 180, Period, UD, 101, Period, H, 120, Period, DD, 121, KeyK, UD, 1, KeyK, H, 81, KeyK, DD, 81, Digit3, UD, 0, Digit3, H, 142, Digit3, DD, 142, KeyM, UD, 0, KeyM, H, 121, KeyM, DD, 121, KeyO, UD, 0, KeyO, H, 104, KeyO, DD, 104, KeyO, UD, 0, KeyO, H, 79, KeyO, DD, 79, KeyS, UD, 0, KeyS, H, 121, KeyS, DD, 121, KeyA, UD, 0, KeyA, H, 102, KeyA, DD, 102, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 146, KeyZ, DD, 148, Enter, UD, 2, Enter
H, 140, Enter, DD, 241, Period, UD, 101, Period, H, 140, Period, DD, 140, KeyK, UD, 0, KeyK, H, 124, KeyK, DD, 125, Digit3, UD, 1, Digit3, H, 140, Digit3, DD, 141, KeyM, UD, 1, KeyM, H, 98, KeyM, DD, 99, KeyO, UD, 1, KeyO, H, 99, KeyO, DD, 100, KeyO, UD, 1, KeyO, H, 101, KeyO, DD, 101, KeyS, UD, 0, KeyS, H, 81, KeyS, DD, 81, KeyA, UD, 0, KeyA, H, 145, KeyA, DD, 145, KeyB, UD, 0, KeyB, H, 79, KeyB, DD, 80, KeyZ, UD, 1, KeyZ, H, 80, KeyZ, DD, 80, Enter, UD, 0, Enter
H, 139, Enter, DD, 242, Period, UD, 103, Period, H, 139, Period, DD, 139, KeyK, UD, 0, KeyK, H, 120, KeyK, DD, 120, Digit3, UD, 0, Digit3, H, 80, Digit3, DD, 80, KeyM, UD, 0, KeyM, H, 100, KeyM, DD, 100, KeyO, UD, 0, KeyO, H, 86, KeyO, DD, 88, KeyO, UD, 2, KeyO, H, 138, KeyO, DD, 138, KeyS, UD, 0, KeyS, H, 79, KeyS, DD, 80, KeyA, UD, 1, KeyA, H, 105, KeyA, DD, 106, KeyB, UD, 1, KeyB, H, 121, KeyB, DD, 123, KeyZ, UD, 2, KeyZ, H, 82, KeyZ, DD, 83, Enter, UD, 1, Enter
H, 103, Enter, DD, 201, Period, UD, 98, Period, H, 107, Period, DD, 108, KeyK, UD, 1, KeyK, H, 137, KeyK, DD, 137, Digit3, UD, 0, Digit3, H, 124, Digit3, DD, 126, KeyM, UD, 2, KeyM, H, 137, KeyM, DD, 137, KeyO, UD, 0, KeyO, H, 86, KeyO, DD, 86, KeyO, UD, 0, KeyO, H, 119, KeyO, DD, 119, KeyS, UD, 0, KeyS, H, 122, KeyS, DD, 122, KeyA, UD, 0, KeyA, H, 81, KeyA, DD, 81, KeyB, UD, 0, KeyB, H, 101, KeyB, DD, 101, KeyZ, UD, 0, KeyZ, H, 123, KeyZ, DD, 123, Enter, UD, 0, Enter
H, 81, Enter, DD, 181, Period, UD, 100, Period, H, 124, Period, DD, 125, KeyK, UD, 1, KeyK, H, 82, KeyK, DD, 83, Digit3, UD, 1, Digit3, H, 123, Digit3, DD, 124, KeyM, UD, 1, KeyM, H, 121, KeyM, DD, 121, KeyO, UD, 0, KeyO, H, 99, KeyO, DD, 99, KeyO, UD, 0, KeyO, H, 86, KeyO, DD, 87, KeyS, UD, 1, KeyS, H, 143, KeyS, DD, 144, KeyA, UD, 1, KeyA, H, 138, KeyA, DD, 138, KeyB, UD, 0, KeyB, H, 84, KeyB, DD, 84, KeyZ, UD, 0, KeyZ, H, 102, KeyZ, DD, 102, Enter, UD, 0, Enter
H, 100, Enter, DD, 204, Period, UD, 104, Period, H, 101, Period, DD, 101, KeyK, UD, 0, KeyK, H, 140, KeyK, DD, 140, Digit3, UD, 0, Digit3, H, 80, Digit3, DD, 80, KeyM, UD, 0, KeyM, H, 143, KeyM, DD, 143, KeyO, UD, 0, KeyO, H, 83, KeyO, DD, 84, KeyO, UD, 1, KeyO, H, 100, KeyO, DD, 101, KeyS, UD, 1, KeyS, H, 103, KeyS, DD, 104, KeyA, UD, 1, KeyA, H, 120, KeyA, DD, 121, KeyB, UD, 1, KeyB, H, 99, KeyB, DD, 100, KeyZ, UD, 1, KeyZ, H, 104, KeyZ, DD, 105, Enter, UD, 1, Enter
H, 144, Enter, DD, 242, Period, UD, 98, Period, H, 119, Period, DD, 120, KeyK, UD, 1, KeyK, H, 104, KeyK, DD, 107, Digit3, UD, 3, Digit3, H, 97, Digit3, DD, 97, KeyM, UD, 0, KeyM, H, 99, KeyM, DD, 99, KeyO, UD, 0, KeyO, H, 101, KeyO, DD, 101, KeyO, UD, 0, KeyO, H, 101, KeyO, DD, 101, KeyS, UD, 0, KeyS, H, 82, KeyS, DD, 83, KeyA, UD, 1, KeyA, H, 100, KeyA, DD, 101, KeyB, UD, 1, KeyB, H, 103, KeyB, DD, 103, KeyZ, UD, 0, KeyZ, H, 100, KeyZ, DD, 101, Enter, UD, 1, Enter
H, 99, Enter, DD, 201, Period, UD, 102, Period, H, 121, Period, DD, 121, KeyK, UD, 0, KeyK, H, 142, KeyK, DD, 143, Digit3, UD, 1, Digit3, H, 83, Digit3, DD, 84, KeyM, UD, 1, KeyM, H, 97, KeyM, DD, 98, KeyO, UD, 1, KeyO, H, 119, KeyO, DD, 120, KeyO, UD, 1, KeyO, H, 80, KeyO, DD, 80, KeyS, UD, 0, KeyS, H, 101, KeyS, DD, 101, KeyA, UD, 0, KeyA, H, 85, KeyA, DD, 85, KeyB, UD, 0, KeyB, H, 138, KeyB, DD, 138, KeyZ, UD, 0, KeyZ, H, 126, KeyZ, DD, 127, Enter, UD, 1, Enter
H, 138, Enter, DD, 240, Period, UD, 102, Period, H, 118, Period, DD, 118, KeyK, UD, 0, KeyK, H, 103, KeyK, DD, 104, Digit3, UD, 1, Digit3, H, 138, Digit3, DD, 138, KeyM, UD, 0, KeyM, H, 100, KeyM, DD, 100, KeyO, UD, 0, KeyO, H, 120, KeyO, DD, 120, KeyO, UD, 0, KeyO, H, 106, KeyO, DD, 107, KeyS, UD, 1, KeyS, H, 120, KeyS, DD, 121, KeyA, UD, 1, KeyA, H, 120, KeyA, DD, 120, KeyB, UD, 0, KeyB, H, 140, KeyB, DD, 140, KeyZ, UD, 0, KeyZ, H, 141, KeyZ, DD, 141, Enter, UD, 0, Enter
H, 126, Enter, DD, 224, Period, UD, 98, Period, H, 120, Period, DD, 120, KeyK, UD, 0, KeyK, H, 122, KeyK, DD, 122, Digit3, UD, 0, Digit3, H, 123, Digit3, DD, 125, KeyM, UD, 2, KeyM, H, 139, KeyM, DD, 139, KeyO, UD, 0, KeyO, H, 84, KeyO, DD, 85, KeyO, UD, 1, KeyO, H, 137, KeyO, DD, 137, KeyS, UD, 0, KeyS, H, 123, KeyS, DD, 123, KeyA, UD, 0, KeyA, H, 141, KeyA, DD, 141, KeyB, UD, 0, KeyB, H, 143, KeyB, DD, 143, KeyZ, UD, 0, KeyZ, H, 79, KeyZ, DD, 79, Enter, UD, 0, Enter
H, 145, Enter, DD, 244, Period, UD, 99, Period, H, 127, Period, DD, 128, KeyK, UD, 1, KeyK, H, 81, KeyK, DD, 82, Digit3, UD, 1, Digit3, H, 100, Digit3, DD, 100, KeyM, UD, 0, KeyM, H, 100, KeyM, DD, 101, KeyO, UD, 1, KeyO, H, 101, KeyO, DD, 101, KeyO, UD, 0, KeyO, H, 84, KeyO, DD, 84, KeyS, UD, 0, KeyS, H, 103, KeyS, DD, 104, KeyA, UD, 1, KeyA, H, 124, KeyA, DD, 125, KeyB, UD, 1, KeyB, H, 139, KeyB, DD, 140, KeyZ, UD, 1, KeyZ, H, 142, KeyZ, DD, 143, Enter, UD, 1, Enter
H, 123, Enter, DD, 220, Period, UD, 97, Period, H, 106, Period, DD, 107, KeyK, UD, 1, KeyK, H, 118, KeyK, DD, 118, Digit3, UD, 0, Digit3, H, 141, Digit3, DD, 141, KeyM, UD, 0, KeyM, H, 120, KeyM, DD, 121, KeyO, UD, 1, KeyO, H, 102, KeyO, DD, 103, KeyO, UD, 1, KeyO, H, 99, KeyO, DD, 99, KeyS, UD, 0, KeyS, H, 144, KeyS, DD, 145, KeyA, UD, 1, KeyA, H, 85, KeyA, DD, 86, KeyB, UD, 1, KeyB, H, 77, KeyB, DD, 77, KeyZ, UD, 0, KeyZ, H, 120, KeyZ, DD, 120, Enter, UD, 0, Enter
H, 120, Enter, DD, 223, Period, UD, 103, Period, H, 139, Period, DD, 139, KeyK, UD, 0, KeyK, H, 122, KeyK, DD, 122, Digit3, UD, 0, Digit3, H, 123, Digit3, DD, 124, KeyM, UD, 1, KeyM, H, 119, KeyM, DD, 119, KeyO, UD, 0, KeyO, H, 80, KeyO, DD, 80, KeyO, UD, 0, KeyO, H, 140, KeyO, DD, 141, KeyS, UD, 1, KeyS, H, 139, KeyS, DD, 139, KeyA, UD, 0, KeyA, H, 147, KeyA, DD, 147, KeyB, UD, 0, KeyB, H, 77, KeyB, DD, 77, KeyZ, UD, 0, KeyZ, H, 146, KeyZ, DD, 147, Enter, UD, 1, Enter
H, 101, Enter, DD, 202, Period, UD, 101, Period, H, 100, Period, DD, 101, KeyK, UD, 1, KeyK, H, 80, KeyK, DD, 80, Digit3, UD, 0, Digit3, H, 120, Digit3, DD, 120, KeyM, UD, 0, KeyM, H, 140, KeyM, DD, 140, KeyO, UD, 0, KeyO, H, 105, KeyO, DD, 106, KeyO, UD, 1, KeyO, H, 83, KeyO, DD, 84, KeyS, UD, 1, KeyS, H, 77, KeyS, DD, 78, KeyA, UD, 1, KeyA, H, 145, KeyA, DD, 147, KeyB, UD, 2, KeyB, H, 121, KeyB, DD, 121, KeyZ, UD, 0, KeyZ, H, 145, KeyZ, DD, 147, Enter, UD, 2, Enter
H, 135, Enter, DD, 238, Period, UD, 103, Period, H, 139, Period, DD, 140, KeyK, UD, 1, KeyK, H, 86, KeyK, DD, 87, Digit3, UD, 1, Digit3, H, 97, Digit3, DD, 97, KeyM, UD, 0, KeyM, H, 86, KeyM, DD, 87, KeyO, UD, 1, KeyO, H, 103, KeyO, DD, 104, KeyO, UD, 1, KeyO, H, 143, KeyO, DD, 146, KeyS, UD, 3, KeyS, H, 139, KeyS, DD, 142, KeyA, UD, 3, KeyA, H, 116, KeyA, DD, 117, KeyB, UD, 1, KeyB, H, 100, KeyB, DD, 100, KeyZ, UD, 0, KeyZ, H, 100, KeyZ, DD, 101, Enter, UD, 1, Enter
H, 139, Enter, DD, 240, Period, UD, 101, Period, H, 104, Period, DD, 105, KeyK, UD, 1, KeyK, H, 80, KeyK, DD, 80, Digit3, UD, 0, Digit3, H, 84, Digit3, DD, 84, KeyM, UD, 0, KeyM, H, 143, KeyM, DD, 143, KeyO, UD, 0, KeyO, H, 123, KeyO, DD, 124, KeyO, UD, 1, KeyO, H, 101, KeyO, DD, 102, KeyS, UD, 1, KeyS, H, 138, KeyS, DD, 138, KeyA, UD, 0, KeyA, H, 125, KeyA, DD, 127, KeyB, UD, 2, KeyB, H, 77, KeyB, DD, 77, KeyZ, UD, 0, KeyZ, H, 126, KeyZ, DD, 127, Enter, UD, 1, Enter
H, 138, Enter, DD, 237, Period, UD, 99, Period, H, 122, Period, DD, 122, KeyK, UD, 0, KeyK, H, 85, KeyK, DD, 85, Digit3, UD, 0, Digit3, H, 124, Digit3, DD, 125, KeyM, UD, 1, KeyM, H, 121, KeyM, DD, 122, KeyO, UD, 1, KeyO, H, 117, KeyO, DD, 118, KeyO, UD, 1, KeyO, H, 99, KeyO, DD, 99, KeyS, UD, 0, KeyS, H, 145, KeyS, DD, 145, KeyA, UD, 0, KeyA, H, 82, KeyA, DD, 83, KeyB, UD, 1, KeyB, H, 122, KeyB, DD, 122, KeyZ, UD, 0, KeyZ, H, 122, KeyZ, DD, 123, Enter, UD, 1, Enter
H, 102, Enter, DD, 199, Period, UD, 97, Period, H, 87, Period, DD, 87, KeyK, UD, 0, KeyK, H, 103, KeyK, DD, 104, Digit3, UD, 1, Digit3, H, 117, Digit3, DD, 117, KeyM, UD, 0, KeyM, H, 105, KeyM, DD, 105, KeyO, UD, 0, KeyO, H, 139, KeyO, DD, 139, KeyO, UD, 0, KeyO, H, 106, KeyO, DD, 107, KeyS, UD, 1, KeyS, H, 85, KeyS, DD, 85, KeyA, UD, 0, KeyA, H, 82, KeyA, DD, 82, KeyB, UD, 0, KeyB, H, 80, KeyB, DD, 80, KeyZ, UD, 0, KeyZ, H, 141, KeyZ, DD, 142, Enter, UD, 1, Enter
H, 84, Enter, DD, 182, Period, UD, 98, Period, H, 120, Period, DD, 120, KeyK, UD, 0, KeyK, H, 80, KeyK, DD, 80, Digit3, UD, 0, Digit3, H, 82, Digit3, DD, 82, KeyM, UD, 0, KeyM, H, 127, KeyM, DD, 129, KeyO, UD, 2, KeyO, H, 139, KeyO, DD, 139, KeyO, UD, 0, KeyO, H, 99, KeyO, DD, 99, KeyS, UD, 0, KeyS, H, 144, KeyS, DD, 144, KeyA, UD, 0, KeyA, H, 99, KeyA, DD, 99, KeyB, UD, 0, KeyB, H, 140, KeyB, DD, 140, KeyZ, UD, 0, KeyZ, H, 101, KeyZ, DD, 102, Enter, UD, 1, Enter
H, 119, Enter, DD, 228, Period, UD, 109, Period, H, 124, Period, DD, 125, KeyK, UD, 1, KeyK, H, 121, KeyK, DD, 122, Digit3, UD, 1, Digit3, H, 138, Digit3, DD, 139, KeyM, UD, 1, KeyM, H, 100, KeyM, DD, 101, KeyO, UD, 1, KeyO, H, 104, KeyO, DD, 105, KeyO, UD, 1, KeyO, H, 103, KeyO, DD, 104, KeyS, UD, 1, KeyS, H, 98, KeyS, DD, 98, KeyA, UD, 0, KeyA, H, 105, KeyA, DD, 106, KeyB, UD, 1, KeyB, H, 78, KeyB, DD, 78, KeyZ, UD, 0, KeyZ, H, 80, KeyZ, DD, 80, Enter, UD, 0, Enter
